TransactionType,TransactionID,TransactionDate,CustomerID,ProductOrService,Category,Revenue,Cost,Margin,Channel,PaymentMethod,EmployeeID,Status,Notes
Repair,RT901406,2025-10-24,10621,Samsung Galaxy A55 - Camera Failure,Repairs,136.75,45.45,91.3,WhatsApp,Card,E11,Completed,Camera Failure
Sale,SO701892,2025-10-25,10797,P011; P010,Sales,564.92,391.2,173.72,Phone,Bank Transfer,E12,Completed,Phone sales order
Sale,SO701893,2025-10-25,10681,P010; P008,Sales,1572.1,1160.0,412.1,In-Store,Cash,E12,Completed,Phone sales order
Sale,SO701894,2025-10-25,10052,P012; P019,Sales,42.07,19.6,22.47,In-Store,Card,E08,Completed,Phone sales order
Repair,RT901407,2025-10-25,10281,Oppo Reno 10 - Charging Problem,Repairs,83.55,25.95,57.6,Walk-in,Bizum,E05,Completed,Charging Problem
Repair,RT901408,2025-10-25,10079,Google Pixel 8a - Water Damage,Repairs,107.6,34.45,73.15,Phone,Cash,E06,Completed,Water Damage
Repair,RT901409,2025-10-25,10517,Samsung Galaxy S23 - Charging Problem,Repairs,88.55,27.7,60.85,Walk-in,Card,E06,Completed,Charging Problem
Sale,SO701895,2025-10-26,10352,P020,Sales,23.8,5.6,18.2,Website,Cash,E03,Completed,Phone sales order
Sale,SO701896,2025-10-26,10393,P003,Sales,2697.0,2070.0,627.0,In-Store,Bizum,E09,Completed,Phone sales order
Sale,SO701897,2025-10-26,10205,P004,Sales,431.1,360.0,71.1,In-Store,Cash,E03,Completed,Phone sales order
Sale,SO701898,2025-10-26,10198,P022,Sales,24.9,1.5,23.4,In-Store,Cash,E03,Completed,Phone sales order
Repair,RT901410,2025-10-26,10298,Xiaomi Poco X5 - Camera Failure,Repairs,156.75,52.45,104.3,Walk-in,Bizum,E04,Completed,Camera Failure
Repair,RT901411,2025-10-26,10644,OnePlus Nord 4 - Screen Crack,Repairs,237.45,82.95,154.5,WhatsApp,PayPal,E06,Completed,Screen Crack
Repair,RT901412,2025-10-26,10473,Xiaomi Xiaomi 13T - Water Damage,Repairs,92.6,29.2,63.4,Walk-in,Bizum,E05,Completed,Water Damage
Repair,RT901413,2025-10-26,10597,Apple iPhone 12 - No Power,Repairs,183.2,62.45,120.75,Walk-in,Card,E06,Completed,No Power
Repair,RT901414,2025-10-26,10095,Xiaomi Redmi Note 12 - Back Glass Damage,Repairs,118.95,38.45,80.5,Walk-in,Card,E05,Completed,Back Glass Damage
Sale,SO701899,2025-10-27,10745,P002; P020; P010,Sales,2951.91,2322.8,629.11,In-Store,Cash,E02,Completed,Phone sales order
Sale,SO701900,2025-10-27,10321,P014; P014,Sales,35.47,11.1,24.37,WhatsApp,Card,E03,Completed,Phone sales order
Repair,RT901415,2025-10-27,10032,Apple iPhone 13 - Screen Crack,Repairs,269.05,94.45,174.6,Walk-in,PayPal,E11,Waiting Parts,Screen Crack
Sale,SO701901,2025-10-28,10613,P015,Sales,33.92,18.0,15.92,Website,Bizum,E03,Completed,Phone sales order
Sale,SO701902,2025-10-28,10440,P013; P023,Sales,44.8,9.6,35.2,In-Store,PayPal,E02,Completed,Phone sales order
Repair,RT901416,2025-10-28,10597,OnePlus Nord 2 - Battery Drain,Repairs,110.15,35.7,74.45,Walk-in,Bank Transfer,E11,Completed,Battery Drain
Repair,RT901417,2025-10-28,10096,Samsung Galaxy S24 - Speaker Issue,Repairs,103.55,32.95,70.6,Walk-in,Card,E06,Waiting Parts,Speaker Issue
Repair,RT901418,2025-10-28,10677,Huawei P30 - Water Damage,Repairs,82.6,25.7,56.9,Phone,Card,E05,Completed,Water Damage
Repair,RT901419,2025-10-28,10048,Xiaomi Xiaomi 13T - Charging Problem,Repairs,83.55,25.95,57.6,Walk-in,Cash,E04,Completed,Charging Problem
Repair,RT901420,2025-10-29,10595,Apple iPhone 14 - Screen Crack,Repairs,254.05,89.2,164.85,WhatsApp,Cash,E04,Completed,Screen Crack
Repair,RT901421,2025-10-29,10231,Xiaomi Redmi Note 12 - Charging Problem,Repairs,88.55,27.7,60.85,Walk-in,Card,E11,Completed,Charging Problem
Repair,RT901422,2025-10-29,10481,Oppo Find X5 - Battery Drain,Repairs,125.15,40.95,84.2,WhatsApp,Card,E04,Completed,Battery Drain
Sale,SO701903,2025-10-30,10176,P011,Sales,15.92,6.2,9.72,In-Store,Card,E01,Completed,Phone sales order
Repair,RT901423,2025-10-30,10254,Samsung Galaxy S23 - Water Damage,Repairs,87.6,27.45,60.15,Walk-in,Card,E06,Completed,Water Damage
Repair,RT901424,2025-10-30,10458,Oppo Find X5 - Camera Failure,Repairs,146.75,48.95,97.8,Phone,Card,E11,Completed,Camera Failure
Repair,RT901425,2025-10-30,10122,Apple iPhone 15 - Camera Failure,Repairs,156.75,52.45,104.3,Walk-in,Bizum,E06,Completed,Camera Failure
Repair,RT901426,2025-10-30,10309,Oppo Reno 10 - Water Damage,Repairs,97.6,30.95,66.65,Phone,Cash,E04,Completed,Water Damage
Sale,SO701904,2025-10-31,10767,P014,Sales,10.96,3.7,7.26,Website,Cash,E12,Completed,Phone sales order
Repair,RT901427,2025-10-31,10772,OnePlus Nord 3 - No Power,Repairs,158.2,53.7,104.5,Walk-in,Bizum,E11,Completed,No Power
Sale,SO701905,2025-11-01,10337,P002,Sales,806.55,645.0,161.55,Phone,PayPal,E02,Completed,Phone sales order
Sale,SO701906,2025-11-01,10160,P005,Sales,719.1,610.0,109.1,Phone,Bizum,E02,Completed,Phone sales order
Sale,SO701907,2025-11-01,10366,P012,Sales,42.46,9.3,33.16,In-Store,Card,E02,Completed,Phone sales order
Repair,RT901428,2025-11-01,10302,Oppo Find X5 - No Power,Repairs,183.2,62.45,120.75,Walk-in,Cash,E06,Completed,No Power
Repair,RT901429,2025-11-01,10142,Apple iPhone SE - Camera Failure,Repairs,136.75,45.45,91.3,WhatsApp,Card,E04,Completed,Camera Failure
Repair,RT901430,2025-11-01,10091,Xiaomi Redmi Note 13 - Water Damage,Repairs,82.6,25.7,56.9,Walk-in,Cash,E06,Completed,Water Damage
Sale,SO701908,2025-11-02,10063,P007,Sales,898.2,750.0,148.2,In-Store,Cash,E01,Completed,Phone sales order
Sale,SO701909,2025-11-02,10453,P022,Sales,23.65,1.5,22.15,WhatsApp,Bank Transfer,E09,Completed,Phone sales order
Sale,SO701910,2025-11-02,10034,P007; P012,Sales,499.38,381.2,118.18,In-Store,Cash,E08,Completed,Phone sales order
Sale,SO701911,2025-11-02,10386,P009,Sales,1198.0,840.0,358.0,Marketplace,PayPal,E09,Completed,Phone sales order
Sale,SO701912,2025-11-02,10565,P005,Sales,799.0,610.0,189.0,WhatsApp,Card,E01,Completed,Phone sales order
Repair,RT901431,2025-11-02,10214,Samsung Galaxy S23 - Battery Drain,Repairs,115.15,37.45,77.7,Website,Cash,E11,Completed,Battery Drain
Repair,RT901432,2025-11-02,10412,Huawei P50 - Water Damage,Repairs,87.6,27.45,60.15,WhatsApp,PayPal,E11,Completed,Water Damage
Repair,RT901433,2025-11-02,10605,OnePlus Nord 4 - Water Damage,Repairs,117.6,37.95,79.65,Walk-in,Card,E06,Waiting Parts,Water Damage
Sale,SO701913,2025-11-03,10266,P013; P008,Sales,551.41,398.4,153.01,In-Store,Bank Transfer,E01,Completed,Phone sales order
Sale,SO701914,2025-11-03,10566,P004; P001; P020,Sales,1463.57,1122.8,340.77,In-Store,Bizum,E09,Completed,Phone sales order
Sale,SO701915,2025-11-03,10443,P005,Sales,719.1,610.0,109.1,WhatsApp,PayPal,E03,Completed,Phone sales order
Sale,SO701916,2025-11-03,10376,P002,Sales,721.65,645.0,76.65,Phone,Cash,E03,Completed,Phone sales order
Sale,SO701917,2025-11-03,10719,P006,Sales,233.1,190.0,43.1,In-Store,Cash,E09,Completed,Phone sales order
Repair,RT901434,2025-11-03,10070,Apple iPhone 15 - Charging Problem,Repairs,93.55,29.45,64.1,Walk-in,Cash,E11,Completed,Charging Problem
Repair,RT901435,2025-11-03,10705,Oppo Find X5 - Screen Crack,Repairs,232.45,81.2,151.25,WhatsApp,Card,E05,Completed,Screen Crack
Repair,RT901436,2025-11-03,10710,OnePlus Nord 4 - Charging Problem,Repairs,88.55,27.7,60.85,Phone,Bizum,E11,Completed,Charging Problem
Sale,SO701918,2025-11-04,10789,P003; P010,Sales,1797.3,1460.0,337.3,In-Store,Cash,E09,Completed,Phone sales order
Sale,SO701919,2025-11-04,10312,P010,Sales,521.55,385.0,136.55,Marketplace,Bizum,E08,Completed,Phone sales order
Sale,SO701920,2025-11-04,10374,P014; P022,Sales,43.14,8.9,34.24,In-Store,Cash,E02,Completed,Phone sales order
Repair,RT901437,2025-11-04,10409,OnePlus Nord 3 - Water Damage,Repairs,117.6,37.95,79.65,Website,Bizum,E05,Completed,Water Damage
Repair,RT901438,2025-11-04,10314,Xiaomi Xiaomi 13T - Battery Drain,Repairs,100.15,32.2,67.95,Walk-in,Bank Transfer,E11,Completed,Battery Drain
Repair,RT901439,2025-11-04,10685,Google Pixel 8a - Speaker Issue,Repairs,83.55,25.95,57.6,Phone,Card,E11,Completed,Speaker Issue
Sale,SO701921,2025-11-05,10096,P001,Sales,849.15,760.0,89.15,In-Store,Bizum,E02,Completed,Phone sales order
Sale,SO701922,2025-11-05,10003,P010; P012; P008,Sales,1504.9,1163.1,341.8,Website,Card,E08,Completed,Phone sales order
Sale,SO701923,2025-11-05,10495,P001; P002,Sales,1698.15,1405.0,293.15,WhatsApp,Bizum,E02,Completed,Phone sales order
Repair,RT901440,2025-11-05,10242,Samsung Galaxy S24 - Battery Drain,Repairs,100.15,32.2,67.95,Phone,Bizum,E11,Completed,Battery Drain
Repair,RT901441,2025-11-05,10645,Xiaomi Redmi Note 13 - Speaker Issue,Repairs,93.55,29.45,64.1,Walk-in,Card,E11,Completed,Speaker Issue
Repair,RT901442,2025-11-05,10308,Google Pixel 7 - Camera Failure,Repairs,156.75,52.45,104.3,Walk-in,Cash,E04,Completed,Camera Failure
Sale,SO701924,2025-11-06,10490,P018,Sales,30.43,10.0,20.43,In-Store,Card,E08,Completed,Phone sales order
Sale,SO701925,2025-11-06,10416,P015; P014; P020,Sales,75.95,27.3,48.65,WhatsApp,Bizum,E02,Completed,Phone sales order
Sale,SO701926,2025-11-06,10410,P024; P020,Sales,81.32,13.6,67.72,In-Store,PayPal,E09,Completed,Phone sales order
Sale,SO701927,2025-11-06,10073,P013,Sales,23.65,8.4,15.25,WhatsApp,Cash,E01,Completed,Phone sales order
Sale,SO701928,2025-11-06,10624,P016,Sales,26.91,13.0,13.91,In-Store,Bank Transfer,E12,Completed,Phone sales order
Repair,RT901443,2025-11-06,10620,Google Pixel 8 - Charging Problem,Repairs,113.55,36.45,77.1,Walk-in,Cash,E06,Completed,Charging Problem
Repair,RT901444,2025-11-06,10624,Apple iPhone 12 - Charging Problem,Repairs,103.55,32.95,70.6,Walk-in,Card,E05,Waiting Parts,Charging Problem
Sale,SO701929,2025-11-07,10472,P022,Sales,21.17,1.5,19.67,WhatsApp,PayPal,E03,Completed,Phone sales order
Sale,SO701930,2025-11-07,10110,P005,Sales,1598.0,1220.0,378.0,In-Store,Card,E08,Completed,Phone sales order
Sale,SO701931,2025-11-07,10490,P024; P016,Sales,86.81,21.0,65.81,In-Store,Card,E02,Completed,Phone sales order
Sale,SO701932,2025-11-07,10401,P009,Sales,599.0,420.0,179.0,WhatsApp,PayPal,E01,Completed,Phone sales order
Sale,SO701933,2025-11-07,10223,P001; P003; P015,Sales,2886.9,2246.0,640.9,In-Store,Bank Transfer,E03,Completed,Phone sales order
Sale,SO701934,2025-11-07,10140,P023,Sales,19.9,1.2,18.7,Phone,Card,E01,Completed,Phone sales order
Sale,SO701935,2025-11-07,10154,P023,Sales,19.9,1.2,18.7,Website,Bizum,E02,Completed,Phone sales order
Sale,SO701936,2025-11-07,10239,P009,Sales,1198.0,840.0,358.0,WhatsApp,Card,E02,Completed,Phone sales order
Sale,SO701937,2025-11-07,10243,P002,Sales,849.0,645.0,204.0,Website,PayPal,E08,Completed,Phone sales order
Repair,RT901445,2025-11-07,10651,Samsung Galaxy S21 - Camera Failure,Repairs,121.75,40.2,81.55,Phone,Cash,E04,Completed,Camera Failure
Sale,SO701938,2025-11-08,10273,P023,Sales,19.9,1.2,18.7,Website,Bizum,E08,Completed,Phone sales order
Sale,SO701939,2025-11-08,10035,P024; P006; P017,Sales,315.85,200.0,115.85,WhatsApp,Bizum,E02,Completed,Phone sales order
Sale,SO701940,2025-11-08,10083,P011,Sales,19.9,6.2,13.7,Phone,Cash,E02,Completed,Phone sales order
Sale,SO701941,2025-11-08,10402,P009; P007,Sales,1622.15,1215.0,407.15,In-Store,Cash,E08,Completed,Phone sales order
Sale,SO701942,2025-11-08,10738,P003; P007; P002,Sales,3675.4,3045.0,630.4,Phone,Card,E02,Completed,Phone sales order
Sale,SO701943,2025-11-08,10618,P004; P022,Sales,503.9,361.5,142.4,In-Store,Card,E08,Completed,Phone sales order
Sale,SO701944,2025-11-08,10018,P017; P008,Sales,538.4,392.0,146.4,Marketplace,Card,E09,Completed,Phone sales order
Repair,RT901446,2025-11-08,10653,Apple iPhone 12 - Screen Crack,Repairs,259.05,90.95,168.1,Walk-in,Bizum,E05,Completed,Screen Crack
Repair,RT901447,2025-11-08,10789,Xiaomi Redmi Note 12 - Back Glass Damage,Repairs,93.95,29.7,64.25,Walk-in,Card,E04,Completed,Back Glass Damage
Sale,SO701945,2025-11-09,10097,P006,Sales,259.0,190.0,69.0,Phone,Cash,E03,Completed,Phone sales order
Sale,SO701946,2025-11-09,10724,P007; P003; P007,Sales,2895.0,2190.0,705.0,Marketplace,Cash,E01,Completed,Phone sales order
Sale,SO701947,2025-11-09,10100,P013; P002,Sales,1772.7,1315.2,457.5,In-Store,Bank Transfer,E01,Completed,Phone sales order
Sale,SO701948,2025-11-09,10776,P020,Sales,11.9,2.8,9.1,Marketplace,PayPal,E08,Completed,Phone sales order
Sale,SO701949,2025-11-09,10685,P014,Sales,23.22,7.4,15.82,WhatsApp,Card,E01,Completed,Phone sales order
Sale,SO701950,2025-11-09,10381,P019,Sales,33.15,16.5,16.65,Website,Card,E02,Completed,Phone sales order
Repair,RT901448,2025-11-09,10210,Google Pixel 7 - Screen Crack,Repairs,237.45,82.95,154.5,Walk-in,Card,E06,Completed,Screen Crack
Repair,RT901449,2025-11-09,10041,Huawei P40 - Charging Problem,Repairs,88.55,27.7,60.85,Walk-in,PayPal,E06,Completed,Charging Problem
Repair,RT901450,2025-11-09,10748,Samsung Galaxy S23 - Charging Problem,Repairs,88.55,27.7,60.85,WhatsApp,Card,E06,Completed,Charging Problem
Repair,RT901451,2025-11-09,10344,Samsung Galaxy A55 - Battery Drain,Repairs,105.15,33.95,71.2,Walk-in,Bank Transfer,E05,Completed,Battery Drain
Repair,RT901452,2025-11-09,10151,Xiaomi Redmi Note 11 - Charging Problem,Repairs,113.55,36.45,77.1,Walk-in,Bizum,E11,Completed,Charging Problem
Sale,SO701951,2025-11-10,10609,P015,Sales,37.9,18.0,19.9,In-Store,Cash,E01,Completed,Phone sales order
Sale,SO701952,2025-11-10,10607,P012,Sales,14.15,3.1,11.05,In-Store,Bizum,E09,Completed,Phone sales order
Sale,SO701953,2025-11-10,10220,P023,Sales,19.9,1.2,18.7,WhatsApp,PayPal,E01,Completed,Phone sales order
Sale,SO701954,2025-11-10,10084,P014,Sales,38.7,11.1,27.6,In-Store,PayPal,E09,Completed,Phone sales order
Sale,SO701955,2025-11-11,10342,P024,Sales,56.9,8.0,48.9,Phone,PayPal,E01,Completed,Phone sales order
Sale,SO701956,2025-11-11,10268,P017,Sales,25.24,6.0,19.24,In-Store,Cash,E02,Completed,Phone sales order
Sale,SO701957,2025-11-11,10440,P020; P016,Sales,71.7,28.8,42.9,Website,Card,E02,Completed,Phone sales order
Sale,SO701958,2025-11-11,10384,P015,Sales,79.8,36.0,43.8,WhatsApp,Bank Transfer,E08,Completed,Phone sales order
Repair,RT901453,2025-11-11,10152,Huawei P30 - Water Damage,Repairs,92.6,29.2,63.4,Walk-in,PayPal,E11,Completed,Water Damage
Sale,SO701959,2025-11-12,10792,P021,Sales,28.4,11.0,17.4,In-Store,Bizum,E08,Completed,Phone sales order
Sale,SO701960,2025-11-12,10309,P020; P017,Sales,20.61,4.8,15.81,In-Store,PayPal,E12,Completed,Phone sales order
Sale,SO701961,2025-11-12,10623,P024,Sales,50.92,8.0,42.92,Phone,Bank Transfer,E09,Completed,Phone sales order
Sale,SO701962,2025-11-12,10519,P021; P022,Sales,52.05,12.5,39.55,Website,Bizum,E01,Completed,Phone sales order
Repair,RT901454,2025-11-12,10466,OnePlus Nord 4 - Battery Drain,Repairs,125.15,40.95,84.2,Walk-in,Card,E06,Completed,Battery Drain
Repair,RT901455,2025-11-12,10533,Xiaomi Xiaomi 13T - Screen Crack,Repairs,267.45,93.45,174.0,WhatsApp,Cash,E04,Completed,Screen Crack
Sale,SO701963,2025-11-13,10360,P013; P009; P007,Sales,1517.25,1223.4,293.85,In-Store,Bank Transfer,E03,Completed,Phone sales order
Sale,SO701964,2025-11-13,10718,P019,Sales,34.9,16.5,18.4,In-Store,PayPal,E09,Completed,Phone sales order
Sale,SO701965,2025-11-13,10330,P016; P017,Sales,45.22,17.0,28.22,In-Store,Bank Transfer,E01,Completed,Phone sales order
Sale,SO701966,2025-11-13,10794,P012,Sales,26.82,6.2,20.62,Website,Card,E02,Completed,Phone sales order
Sale,SO701967,2025-11-13,10081,P010; P005; P005,Sales,2946.0,2215.0,731.0,Marketplace,Card,E01,Completed,Phone sales order
Repair,RT901456,2025-11-13,10712,Huawei P40 - Speaker Issue,Repairs,103.55,32.95,70.6,Walk-in,Card,E06,Completed,Speaker Issue
Repair,RT901457,2025-11-13,10788,Google Pixel 8a - Charging Problem,Repairs,78.55,24.2,54.35,Walk-in,Card,E04,Waiting Parts,Charging Problem
Sale,SO701968,2025-11-14,10613,P009; P017; P010,Sales,1128.96,807.0,321.96,In-Store,Bizum,E02,Completed,Phone sales order
Sale,SO701969,2025-11-14,10782,P001; P017,Sales,1008.9,762.0,246.9,In-Store,Cash,E03,Completed,Phone sales order
Sale,SO701970,2025-11-14,10290,P013; P020; P024,Sales,88.12,19.2,68.92,WhatsApp,Card,E08,Completed,Phone sales order
Sale,SO701971,2025-11-14,10690,P022,Sales,24.9,1.5,23.4,In-Store,Bank Transfer,E03,Completed,Phone sales order
Sale,SO701972,2025-11-14,10583,P023,Sales,16.92,1.2,15.72,Phone,Cash,E09,Completed,Phone sales order
Repair,RT901458,2025-11-14,10106,Oppo Reno 10 - Battery Drain,Repairs,135.15,44.45,90.7,WhatsApp,PayPal,E04,Completed,Battery Drain
Sale,SO701973,2025-11-15,10113,P024; P023; P007,Sales,549.86,384.2,165.66,WhatsApp,PayPal,E03,Completed,Phone sales order
Sale,SO701974,2025-11-15,10489,P007; P023,Sales,516.91,376.2,140.71,In-Store,Bank Transfer,E03,Completed,Phone sales order
Sale,SO701975,2025-11-15,10089,P023; P001,Sales,3016.9,2281.2,735.7,In-Store,Cash,E08,Completed,Phone sales order
Sale,SO701976,2025-11-15,10349,P002,Sales,849.0,645.0,204.0,Marketplace,Bizum,E03,Completed,Phone sales order
Sale,SO701977,2025-11-15,10454,P006,Sales,246.05,190.0,56.05,WhatsApp,Card,E12,Completed,Phone sales order
Sale,SO701978,2025-11-15,10705,P001,Sales,2697.3,2280.0,417.3,In-Store,Bizum,E02,Completed,Phone sales order
Repair,RT901459,2025-11-15,10628,Samsung Galaxy S21 - Water Damage,Repairs,97.6,30.95,66.65,Website,Bizum,E11,Completed,Water Damage
Repair,RT901460,2025-11-15,10347,OnePlus Nord 3 - Battery Drain,Repairs,115.15,37.45,77.7,Walk-in,Card,E05,Completed,Battery Drain
Repair,RT901461,2025-11-15,10468,OnePlus Nord 4 - Camera Failure,Repairs,121.75,40.2,81.55,Walk-in,Bizum,E04,Completed,Camera Failure
Repair,RT901462,2025-11-15,10576,Apple iPhone SE - Water Damage,Repairs,87.6,27.45,60.15,Walk-in,Card,E05,Completed,Water Damage
Sale,SO701979,2025-11-16,10086,P009,Sales,539.1,420.0,119.1,In-Store,PayPal,E01,Completed,Phone sales order
Sale,SO701980,2025-11-16,10453,P015; P021; P004,Sales,585.71,407.0,178.71,In-Store,Card,E03,Completed,Phone sales order
Sale,SO701981,2025-11-16,10514,P023; P022,Sales,44.8,2.7,42.1,WhatsApp,Bizum,E03,Completed,Phone sales order
Sale,SO701982,2025-11-16,10637,P010; P010; P009,Sales,2570.4,1960.0,610.4,In-Store,Bank Transfer,E02,Completed,Phone sales order
Sale,SO701983,2025-11-16,10653,P022,Sales,24.9,1.5,23.4,In-Store,PayPal,E03,Completed,Phone sales order
Sale,SO701984,2025-11-16,10655,P014; P023,Sales,29.23,4.9,24.33,Marketplace,Card,E03,Completed,Phone sales order
Sale,SO701985,2025-11-16,10186,P022; P023; P024,Sales,97.97,10.7,87.27,In-Store,Bank Transfer,E08,Completed,Phone sales order
Sale,SO701986,2025-11-16,10242,P006; P018; P019,Sales,768.25,596.5,171.75,In-Store,Bizum,E02,Completed,Phone sales order
Repair,RT901463,2025-11-16,10727,Xiaomi Xiaomi 13T - Battery Drain,Repairs,100.15,32.2,67.95,Walk-in,Card,E04,Completed,Battery Drain
Repair,RT901464,2025-11-16,10495,Xiaomi Xiaomi 13T - Screen Crack,Repairs,242.45,84.7,157.75,Phone,Cash,E05,Completed,Screen Crack
Repair,RT901465,2025-11-16,10045,Huawei P30 - Charging Problem,Repairs,88.55,27.7,60.85,Walk-in,Card,E04,Completed,Charging Problem
Repair,RT901466,2025-11-16,10279,Google Pixel 7 - Water Damage,Repairs,117.6,37.95,79.65,Walk-in,Card,E05,Completed,Water Damage
Repair,RT901467,2025-11-16,10027,Oppo Find X5 - Charging Problem,Repairs,83.55,25.95,57.6,Phone,Bizum,E06,Completed,Charging Problem
Sale,SO701987,2025-11-17,10498,P006; P011; P018,Sales,308.94,207.4,101.54,Website,Bizum,E01,Completed,Phone sales order
Sale,SO701988,2025-11-17,10525,P019,Sales,104.7,49.5,55.2,In-Store,Bizum,E03,Completed,Phone sales order
Sale,SO701989,2025-11-17,10716,P008; P012; P006,Sales,1277.97,976.2,301.77,Website,Card,E02,Completed,Phone sales order
Sale,SO701990,2025-11-17,10190,P007,Sales,998.0,750.0,248.0,In-Store,Cash,E12,Completed,Phone sales order
Repair,RT901468,2025-11-17,10053,Oppo A78 - Screen Crack,Repairs,232.45,81.2,151.25,Walk-in,Bank Transfer,E11,Completed,Screen Crack
Sale,SO701991,2025-11-18,10272,P024,Sales,50.92,8.0,42.92,Website,PayPal,E02,Completed,Phone sales order
Sale,SO701992,2025-11-18,10608,P010; P021,Sales,519.93,418.0,101.93,WhatsApp,PayPal,E12,Completed,Phone sales order
Sale,SO701993,2025-11-18,10231,P022; P021,Sales,48.82,12.5,36.32,WhatsApp,Cash,E01,Completed,Phone sales order
Sale,SO701994,2025-11-18,10209,P014,Sales,12.9,3.7,9.2,WhatsApp,Card,E01,Completed,Phone sales order
Sale,SO701995,2025-11-18,10780,P022,Sales,23.65,1.5,22.15,In-Store,Cash,E12,Completed,Phone sales order
Repair,RT901469,2025-11-18,10368,Google Pixel 7 - Speaker Issue,Repairs,83.55,25.95,57.6,Walk-in,Bank Transfer,E06,Completed,Speaker Issue
Repair,RT901470,2025-11-18,10475,OnePlus Nord 2 - Water Damage,Repairs,107.6,34.45,73.15,Walk-in,Card,E05,Completed,Water Damage
Sale,SO701996,2025-11-19,10213,P021,Sales,26.91,11.0,15.91,WhatsApp,Card,E02,Completed,Phone sales order
Sale,SO701997,2025-11-19,10010,P006,Sales,259.0,190.0,69.0,Marketplace,Cash,E08,Completed,Phone sales order
Sale,SO701998,2025-11-19,10280,P003; P023,Sales,873.95,691.2,182.75,In-Store,Card,E12,Completed,Phone sales order
Repair,RT901471,2025-11-19,10524,Huawei P50 - Screen Crack,Repairs,237.45,82.95,154.5,Walk-in,Bizum,E05,Completed,Screen Crack
Repair,RT901472,2025-11-19,10699,Huawei P50 - Screen Crack,Repairs,267.45,93.45,174.0,Walk-in,Cash,E06,Completed,Screen Crack
Sale,SO701999,2025-11-20,10010,P002; P023,Sales,784.0,646.2,137.8,In-Store,Bizum,E12,Completed,Phone sales order
Sale,SO702000,2025-11-20,10477,P004; P022,Sales,502.65,361.5,141.15,In-Store,Cash,E09,Completed,Phone sales order
